negation_type,target,report_language_group,detector_combination,rule_combination,phenotype,evidence_instances,unique_evidence_texts,unique_studies,example_evidence,classification_basis
explicit_normality,MCL,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"ο εξω μηνισκος, ο οπισθιος χιαστος και εσω πλαγιος συνδεσμος ελεγχονται στα πλαισια του φυσιολογικου.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,greek_script,v3_target,target_local_normality,normal_structure,5,5,3,"αναγνωριζεται μετρια ποσοτητα υγρου ενδαρθρικα. χωρις παθολογικα ευρηματα απο τον ελεγχο των χιαστων και του εσω πλαγιου συνδεσμου, του εσω μηνισκου.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,latin_other,v2_collective,collateral_ligaments,abnormality_absent,4,4,4,"intact pcl, collateral ligaments, popliteus, extensor tendons and the distal iliotibial band.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,latin_other,v2_collective,collateral_ligaments|cruciate_and_collateral_ligaments,abnormality_absent,5,5,5,"intact cruciate and collateral ligaments, popliteus musculotendinous unit, extensor tendons and distal iliotibial band.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,latin_other,v2_collective,cruciate_and_collateral_ligaments,abnormality_absent,2,1,2,ligamentos cruzados y colaterales de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,3,2,3,"medijalni kolateralni ligament je primjerenih intenziteta signala, odrzanog kontinuiteta.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,latin_other,v3_target,target_local_normality,normal_structure,3,2,3,"medijalni kolateralni ligament je primjerenih intenziteta signala, odrzanog kontinuiteta.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,south_slavic,v2_collective,collateral_ligaments,abnormality_absent,126,69,126,"na seriji mr presjeka desnog koljena nalazi se uredna morfologija i intenziteti signala kolateralnih ligamenata, prednjeg i straznjeg kriznog ligamenta, iliotibijalnog traktusa, patelarne tetive i tetive m.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,136,36,136,lateralni i medijalni kolateralni ligamenti urednog signala te se prate u kontinuitetu.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,south_slavic,v3_target,target_local_normality,normal_structure,149,43,149,lateralni i medijalni kolateralni ligamenti urednog signala te se prate u kontinuitetu.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,spanish,v2_collective,collateral_ligaments,abnormality_absent,36,9,36,lcp y ligamentos colaterales sin alteraciones que consignar.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,spanish,v2_collective,cruciate_and_collateral_ligaments,abnormality_absent,236,9,236,ligamentos cruzados y colaterales dentro de limites normales.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,lcp y ligamento colateral medial sin alteraciones.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,spanish,v3_target,target_local_normality,normal_structure,1,1,1,lcp y ligamento colateral medial sin alteraciones.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,turkish,v2_collective,collateral_ligaments,abnormality_absent,150,19,150,capraz ve yan baglar normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,turkish,v2_exact,<no_explicit_rule>,abnormality_absent,258,25,258,"on capraz bag ve arka capraz bag, lateral ve medial kollateral ligaman normaldir.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,MCL,turkish,v3_target,target_local_normality,normal_structure,260,27,260,"on capraz bag ve arka capraz bag, lateral ve medial kollateral ligaman normaldir.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,cyrillic_script,v2_collective,both_menisci_negative_only,abnormality_absent,8,3,8,нормално изобразяване на менискусите.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,cyrillic_script,v2_exact,<no_explicit_rule>,abnormality_absent,8,7,8,нормално изобразяване на предния рог на медиалния менискус и на латералния менискус.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,cyrillic_script,v3_target,target_local_normality,normal_structure,8,7,8,нормално изобразяване на предния рог на медиалния менискус и на латералния менискус.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,dutch,v2_collective,both_menisci_negative_only,abnormality_absent,4,3,4,de signaalintensiteiten van de menisci lijken binnen normale grenzen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,dutch,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,35,3,35,normaal voorkomende menisci.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,22,3,22,intacte mediale meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,dutch,v3_target,target_local_normality,normal_structure,22,3,22,intacte mediale meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,english,v2_collective,both_menisci,abnormality_absent,6,4,6,the medial and lateral meniscus are intact.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,english,v2_collective,both_menisci_negative_only,abnormality_absent,34,14,34,intact menisci.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,english,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,164,10,164,normal medial and lateral menisci.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,english,v2_exact,<no_explicit_rule>,abnormality_absent,319,36,319,medial compartment: medial meniscus: normal in morphology and signal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,english,v3_target,target_local_normality,normal_structure,343,41,334,medial compartment: medial meniscus: normal in morphology and signal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,french,v2_collective,both_menisci_negative_only,abnormality_absent,1,1,1,les menisques sont sans particularite.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,french,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,4,3,4,les menisques interne et externe sont intacts et sans dechirure.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,french,v2_exact,<no_explicit_rule>,abnormality_absent,10,1,10,menisque medial : normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,french,v3_target,target_local_normality,normal_structure,10,1,10,menisque medial : normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,german,v2_collective,both_menisci_negative_only,abnormality_absent,31,25,31,unauffallige darstellung der menisci.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,german,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,11,3,11,menisci intakt.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,german,v2_exact,<no_explicit_rule>,abnormality_absent,37,8,37,intakter innenmeniskus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,german,v3_target,target_local_normality,normal_structure,41,11,41,intakter innenmeniskus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,greek_script,v2_collective,both_menisci,abnormality_absent,32,23,32,"εντος του φυσιολογικου ελεγχονται οι μηνισκοι, οι πλαγιοι και οι χιαστοι συνδεσμοι.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,10,10,10,"φυσιολογικοι ελεγχονται οι χιαστοι και πλαγιοι συνδεσμοι, ο εσω μηνισκος, ο οστικος μυελος και ο αρθρικος χονδρος.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,greek_script,v3_target,target_local_normality,normal_structure,23,23,18,"φυσιολογικα απεικονιζονται ο οπισθιος χιαστος συνδεσμος, οι πλαγιοι συνδεσμοι και ο εσω μηνισκος.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,latin_other,v2_collective,both_menisci_negative_only,abnormality_absent,5,5,5,"meniscos de morfologia normal con aumento de senal intrasustancia de aspecto degenerativo, sin atributos sugerentes de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,latin_other,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,6,6,6,"no associated osteochondral impaction injury, well preserved posterior cruciate and both collateral ligaments, distal iliotibial band, both menisci, no posterolateral corner injury pattern is appreciated.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,south_slavic,v2_collective,both_menisci,abnormality_absent,1,1,1,primjeren prikaz oba meniska.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,south_slavic,v2_collective,both_menisci_negative_only,abnormality_absent,3,3,3,"menisci, krizni i kolateralni ligamenti primjerenog prikaza.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,8,6,8,uredna je morfologija i intenziteti signala medijalnog meniska.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,south_slavic,v3_target,target_local_normality,normal_structure,8,6,8,uredna je morfologija i intenziteti signala medijalnog meniska.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,spanish,v2_collective,both_menisci_negative_only,abnormality_absent,118,27,118,"meniscos impresionan de morfologia y senal conservada, sin criterios de una rotura categorica.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,spanish,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,7,5,7,"ambos meniscos muestran morfologia normal, sin signos de roturas.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,"menisco medial de morfologia normal, con discreto edema de la union meniscocapsular, inespecifico.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,spanish,v3_target,target_local_normality,normal_structure,3,3,3,"menisco medial de morfologia normal, con discreto edema de la union meniscocapsular, inespecifico.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,turkish,v2_collective,both_menisci,abnormality_absent,59,2,59,medyal ve lateral meniskus normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,turkish,v2_collective,both_menisci_negative_only,abnormality_absent,2,2,2,medyal ve lateral meniskusler normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,turkish,v2_exact,<no_explicit_rule>,abnormality_absent,51,9,51,bulgular: lateral meniskus ve medial meniskus normaldir.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial Meniscus,turkish,v3_target,target_local_normality,normal_structure,51,9,51,bulgular: lateral meniskus ve medial meniskus normaldir.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,cyrillic_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,ставният хрущял на тибията и фемура е лекостепенно изтънен от медиалната страна на ставата и със запазена конгруентност.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,cyrillic_script,v3_target,compartment_normality,normal_cartilage,1,1,1,ставният хрущял на тибията и фемура е лекостепенно изтънен от медиалната страна на ставата и със запазена конгруентност.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,dutch,v3_target,compartment_normality,normal_cartilage,3,2,3,intact voorkomen van het mediaal femorotibiaal kraakbeen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,english,v2_collective,tibiofemoral_compartments,abnormality_absent,3,3,3,the medial and lateral tibiofemoral articular cartilage is preserved.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,english,v2_exact,<no_explicit_rule>,abnormality_absent,71,15,71,the medial tibiofemoral cartilage is grossly preserved.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,english,v3_target,compartment_normality,normal_cartilage,96,26,96,preserved medial and lateral femorotibial articular cartilage.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,french,v2_exact,<no_explicit_rule>,abnormality_absent,3,3,3,le cartilage du compartiment interne et externe est sans particularite.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,french,v3_target,compartment_normality,normal_cartilage,3,3,3,le cartilage du compartiment interne et externe est sans particularite.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,german,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,mediales kompartiment: intakter knorpel.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,german,v3_target,compartment_normality,normal_cartilage,3,3,3,mediales kompartiment: geringe irregularitaten der knorpeloberflache an der medialen femurcondyle mit geringem flauem angrenzenden knochenodem und intakter grenzlamelle (serie 4 image 19 + 20) (outerbridge grad 2).,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,greek_script,v2_collective,tibiofemoral_compartments,abnormality_absent,3,3,3,ο αρθρικος χονδρος σε εσω και εξω διαμερισμα ειναι φυσιολογικος.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,greek_script,v3_target,compartment_normality,normal_cartilage,3,3,3,ο αρθρικος χονδρος σε εσω και εξω διαμερισμα ειναι φυσιολογικος.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,latin_other,v2_collective,tibiofemoral_compartments,abnormality_absent,4,4,4,cartilago de compartimentos femorotibiales de grosor normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,south_slavic,v3_target,compartment_normality,normal_cartilage,1,1,1,primjerena je debljina artikulacijske hrskavice kondila femura i platoa tibije medijalnog i lateralnog kompartmenta femorotibijalnog zgloba.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,spanish,v2_collective,tibiofemoral_compartments,abnormality_absent,160,24,160,cartilago de compartimentos femorotibiales y patelofemoral de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,8,3,8,el resto de los cartilagos del compartimento femorotibial medial sin alteraciones.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,Medial OA,spanish,v3_target,compartment_normality,normal_cartilage,8,3,8,el resto de los cartilagos del compartimento femorotibial medial sin alteraciones.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,cyrillic_script,v3_target,compartment_normality,normal_cartilage,50,26,49,"патела, хрущял на пателата, ретинакулуми без особености.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,bevindingen: anterieure strek apparaat: intact retropatellair en trochleair kraakbeen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,dutch,v3_target,compartment_normality,normal_cartilage,4,4,4,normaal voorkomen femoropatellair kraakbeen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,english,v2_exact,<no_explicit_rule>,abnormality_absent,233,31,233,preserved patellofemoral articular cartilage.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,english,v3_target,compartment_normality,normal_cartilage,286,52,282,normal trochlear articular cartilage.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,french,v3_target,compartment_normality,normal_cartilage,1,1,1,les surfaces cartilagineuses tibio femorale et patellofemorale sont relativement preservees sans atteinte transfixiante ou changements sous chondraux reactionnels associes.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,german,v2_exact,<no_explicit_rule>,abnormality_absent,32,24,32,unauffalliger knorpelbelag femoropatellar und femorotibial ohne nachweis einer kontralateralen lasion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,german,v3_target,compartment_normality,normal_cartilage,37,28,35,unauffalliger knorpelbelag femoropatellar und femorotibial ohne nachweis einer kontralateralen lasion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,greek_script,v2_collective,tibiofemoral_compartments,abnormality_absent,2,2,2,ο αρθρικος χονδρος σε εσω και εξω διαμερισμα ειναι φυσιολογικος.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,ο αρθρικος χονδρος της επιγονατιδας ειναι φυσιολογικος.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,greek_script,v3_target,compartment_normality,normal_cartilage,2,2,2,ο αρθρικος χονδρος της επιγονατιδας ειναι φυσιολογικος.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,cartilago de compartimentos femorotibiales y femoropatelar de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,latin_other,v3_target,compartment_normality,normal_cartilage,2,2,2,cartilago de compartimentos femorotibiales y femoropatelar de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,south_slavic,v3_target,compartment_normality,normal_cartilage,10,10,10,primjeren prikaz hrskavice patele.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,spanish,v2_collective,tibiofemoral_compartments,abnormality_absent,101,16,101,cartilagos de los compartimentos femorotibiales sin alteraciones.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,76,22,76,cartilago de compartimentos femorotibiales y patelofemoral de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,spanish,v3_target,compartment_normality,normal_cartilage,111,25,111,cartilago de compartimentos femorotibiales y patelofemoral de grosor y senal normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,turkish,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,eklem kikirdaklari ve kemikler patellofemoral eklem dejenrasyonu ile uyumlu fokal kikirdak kayiplari disinda normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
explicit_normality,PF OA,turkish,v3_target,compartment_normality,normal_cartilage,6,6,6,eklem kikirdaklari ve kemikler patellofemoral eklem dejenrasyonu ile uyumlu fokal kikirdak kayiplari disinda normal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
negative_status_without_reconstructed_marker,Lateral Meniscus,english,v3_target,target_local_normality,normal_structure,1,1,1,preservation of lateral meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
negative_status_without_reconstructed_marker,MCL,english,v3_target,target_local_normality,normal_structure,1,1,1,> preservation of mcl and lcl,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
negative_status_without_reconstructed_marker,Medial OA,english,v3_target,compartment_normality,normal_cartilage,1,1,1,"in the medial compartment, preservation of articular cartilage at medial femoral condyle and tibial plateau.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,german,v2_collective,cruciate_ligaments,abnormality_absent,1,1,1,kreuzbander jeweils durchgehend abgrenzbar ohne hinweis auf eine ruptur.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,greek_script,v2_collective,cruciate_and_collateral_ligaments,abnormality_absent,6,5,6,ευρηματα απο τον ελεγχο των χιαστων και πλαγιων συνδεσμων δεν παρατηρουνται αξιολογα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,greek_script,v2_collective,cruciate_and_collateral_ligaments|cruciate_ligaments,abnormality_absent,1,1,1,οι χιαστοι και πλαγιοι συνδεσμοι δεν παρουσιαζουν παθολογικα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,χωρις παθολογια απο την απεικονιση του εσω μηνισκου και οπισθιου προσθιου χιαστου συνδεσμου.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"chronic absence of the anterior cruciate ligament is noted, in conjunction with anterior tibial translation.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,ACL,spanish,v2_collective,cruciate_and_collateral_ligaments|cruciate_ligaments,abnormality_absent,2,2,2,ligamentos cruzados y colaterales sin lesiones significativas.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,english,v2_exact,<no_explicit_rule>,abnormality_absent,322,31,314,no baker's cyst.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,french,v2_exact,<no_explicit_rule>,abnormality_absent,55,27,46,kyste de baker : aucun.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,german,v2_exact,<no_explicit_rule>,abnormality_absent,3,3,3,keine grossere baker zyste.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,8,6,8,no hay quiste popliteo.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,146,15,146,bez znakova poplitealne ciste.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Baker's,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,258,27,251,no hay evidente derrame articular ni quistes popliteos.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Contusion,english,v2_exact,<no_explicit_rule>,abnormality_absent,401,11,401,there is no fracture or bone contusion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
